법안코드,법안명,제안자,접수일자,prediction
PRC_D2Y1L0K1Y1V1U1J7O3X2X4S2X9U2N7,대한지방행정공제회법 일부개정법률안(진선미의원 등 10인),진선미,2021-01-11,0.16543633
PRC_M2L1T0U1I1V1A1B7C2J4X3N8W7K2L5,폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 일부개정법률안(박대수의원 등 10인),박대수,2021-01-11,0.0764096
PRC_Z2R0O1U2Z2G9X1N0P2I9N2B0L2R7T9,지방세특례제한법 일부개정법률안(김회재의원 등 12인),김회재,2021-01-11,0.55196375
PRC_S2L1X0H1T1V1K1J6Q3A3D1L2Q2N1D2,지방자치단체 공무직근로자에 관한 법률안(진선미의원 등 10인),진선미,2021-01-11,0.13597378
PRC_Y2O1M0B1L1E1P1L6A3D2P0Y1W6R0B6,지방자치단체를 당사자로 하는 계약에 관한 법률 일부개정법률안(진선미의원 등 10인),진선미,2021-01-11,0.18378733
PRC_F2A0U1A2H0K2O1Q5K0J5I5O2I5H8Q5,국가인권위원회법 일부개정법률안(김영호의원등10인),김영호,2021-01-11,0.38386318
PRC_B2W0B1R2G1H1X1D0A3E5B5O3R3B2E1,축산물 위생관리법 일부개정법률안(홍문표의원등10인),홍문표,2021-01-11,0.11422541
PRC_I2W1S0I1S1A1P1A4H4S0S4S2G6E6H8,군인의 지위 및 복무에 관한 기본법 일부개정법률안(전주혜의원 등 10인),전주혜,2021-01-11,0.10045722
PRC_J2R1O0F1N1H1G1B4L2S5I5W7C0U2I0,고용보험법 일부개정법률안(권명호의원 등 10인),권명호,2021-01-11,0.1230056
PRC_V2F1M0Y1L1N1Y1A4E2Y0T2B9J5Z7Q1,농업협동조합법 일부개정법률안(이개호의원 등 16인),이개호,2021-01-11,0.6234901
PRC_M2Q1H0V1R1D1K1F4I1S9F1T4J6I9B8,고용보험 및 산업재해보상보험의 보험료징수 등에 관한 법률 일부개정법률안(권명호의원 등 10인),권명호,2021-01-11,0.05136673
PRC_A2D1Y0B1Z1J1N1D3A5M5I0H3D9S9M0,농지법 일부개정법률안(김승남의원 등 10인),김승남,2021-01-11,0.72446376
PRC_T2Z0E1V2G1O1P2R0R5Q7H2J5C7W2M4,독점규제 및 공정거래에 관한 법률 일부개정법률안(배진교의원등11인),배진교,2021-01-11,0.094339035
PRC_D2P1X0X1R0C5Y1Y4N5K9K2I0P2F0N1,원자력안전법 일부개정법률안(김상희의원등12인),김상희,2021-01-11,0.34005052
PRC_D2R1K0N1O1Q1T1S1A3W8K1N6X7K0K7,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안(허은아의원 등 12인),허은아,2021-01-11,0.081046365
PRC_Q2S1I0Q1B1M1L1T1Z1E9Y2D4W4U0M9,남북협력기금법 일부개정법률안(김석기의원 등 15인),김석기,2021-01-11,0.045924917
PRC_D2B1S0L1N1L1Y1S1A1X4X2C9J2D6F0,북한인권법 일부개정법률안(김석기의원 등 15인),김석기,2021-01-11,0.003270676
PRC_R2Q1R0P1Y1U1N1Y1B1X2Z0Z1G2X2R9,도로교통법 일부개정법률안(김병욱의원 등 18인),김병욱,2021-01-11,0.11091775
PRC_A2T0T1K2J1C6E1I4J0L2D2V4N7N7L6,물류정책기본법 일부개정법률안(위성곤의원 등 12인),위성곤,2021-01-11,0.19483398
PRC_A2A1A0N1A0U5B1R0U3L0W1W5Q5K0M2,감염병의 예방 및 관리에 관한 법률 일부개정법률안(김성주의원등10인),김성주,2021-01-11,0.23775703
PRC_E2Z1N0U1Y0I7P1Z4Q0I0V3X5A5R1V0,성별영향평가법 일부개정법률안(신영대의원등11인),신영대,2021-01-11,0.07845865
PRC_B2J1F0P1J0R6Y0U9J0B1F5F2F5K4V1,공항소음 방지 및 소음대책지역 지원에 관한 법률 일부개정법률안(이용선의원등10인),이용선,2021-01-11,0.13053481
PRC_B2U0D1K1Y2G7O1N6O0I0Y4U6M0C5C7,복권 및 복권기금법 일부개정법률안(김주영의원등16인),김주영,2021-01-11,0.23579127
